Freq,Input,Output (word/lemma),"human
947,r+g+d+a+n,grand,FALSE,,,rgdan,1,,,,r,,g,d,,a,n,,,g,r,a,,r,g,d,a,n,,,,+,,,,,,Keep,grand
948,i+e+g+t+n+s,testing,FALSE,,,iegtns,0,,,i,e,,g,,,t,n,s,,t,e,s,,i,e,g,t,n,s,,,+,,,,,,Keep,testing
949,i+r+t+l,trial,FALSE,,,irtl,1,,,i,r,,,,,t,l,,,t,r,i,,i,r,t,l,,,,,+,,,,,,Keep,trial
950,r+c+g+h+a,charge,FALSE,,,rcgha,0,,,,r,c,g,h,,a,,,,c,h,a,,r,c,g,h,a,,,,+,,,,,,Keep,charge
951,u+i+t+n+s,units,FALSE,,,uitns,0,,u,i,,,,,,t,n,s,,u,n,i,,u,i,t,n,s,,,,+,,,,,,Keep,units
952,i+e+d+a+n+s,instead,FALSE,,,iedans,0,,,i,e,,,d,,a,n,s,,i,n,s,,i,e,d,a,n,s,,,+,,,,,,Keep,instead
953,i+c+d+a+n,canadian,FALSE,,,icdan,1,,,i,,c,,d,,a,n,,,c,a,n,,i,c,d,a,n,,,,+,,,,,,Keep,canadian
954,o+r+m+a+n,normal,FALSE,,,orman,0,,,o,r,m,,,,a,n,,,n,o,r,,o,r,m,a,n,,,,+,,,,,,Keep,normal
955,o+r+w+t,wrote,FALSE,,,orwt,0,,,o,r,,w,,,t,,,,w,r,o,,o,r,w,t,,,,,+,,,,,,Keep,wrote
956,i+e+p+t+n+s,enterprise,FALSE,,,ieptns,0,,,i,e,,,p,,t,n,s,,e,n,t,,i,e,p,t,n,s,,,+,,,,,,Keep,enterprise
957,i+h+s,ships,FALSE,,,ihs,0,,,i,,,,h,,,,s,,s,h,i,,i,h,s,,,,,,+,,,,,,Keep,ships
958,i+e+t+n,entire,FALSE,,,ietn,0,,,i,e,,,,,t,n,,,e,n,t,,i,e,t,n,,,,,+,,,,,,Keep,entire
959,u+i+e+c+d+a+l,educational,FALSE,,,uiecdal,0,,u,i,e,c,,d,,a,l,,,e,d,u,,u,i,e,c,d,a,l,,+,,,,,,Keep,educational
960,i+e+g+d+a+l,leading,FALSE,,,iegdal,0,,,i,e,,g,d,,a,l,,,l,e,a,,i,e,g,d,a,l,,,+,,,,,,Keep,leading
961,e+m+t+l,metal,FALSE,,,emtl,0,,,,e,m,,,,t,l,,,m,e,t,,e,m,t,l,,,,,+,,,,,,Keep,metal
962,o+e+v+p+t+s,positive,FALSE,,,oevpts,0,,,o,e,v,,p,,t,,s,,p,o,s,,o,e,v,p,t,s,,,+,,,,,,Keep,positive
963,i+e+f+t+n+s,fitness,FALSE,,,ieftns,0,,,i,e,,,f,,t,n,s,,f,i,t,,i,e,f,t,n,s,,,+,,,,,,Keep,fitness
964,i+e+c+h+n+s,chinese,FALSE,,,iechns,0,,,i,e,c,,h,,,n,s,,c,h,i,,i,e,c,h,n,s,,,+,,,,,,Keep,chinese
965,o+p+n,opinion,FALSE,,,opn,0,,,o,,,,p,,,n,,,o,p,i,,o,p,n,,,,,,+,,,,,,Keep,opinion
966,o+f+b+a+l,football,FALSE,,,ofbal,0,,,o,,,,f,b,a,l,,,f,o,o,,o,f,b,a,l,,,,+,,,,,,Keep,football
967,r+c+b+a+s,abstract,FALSE,,,rcbas,0,,,,r,c,,,b,a,,s,,a,b,s,,r,c,b,a,s,,,,+,,,,,,Keep,abstract
968,u+o+p+t,output,FALSE,,,uopt,0,,u,o,,,,p,,t,,,,o,u,t,,u,o,p,t,,,,,+,,,,,,Keep,output
969,u+f+n+s,funds,FALSE,,,ufns,0,,u,,,,,f,,,n,s,,f,u,n,,u,f,n,s,,,,,+,,,,,,Keep,funds
970,r+g+a,greater,FALSE,,,rga,1,,,,r,,g,,,a,,,,g,r,e,,r,g,a,,,,,,+,,,,,,Keep,greater
971,i+e+k+l+y,likely,FALSE,,,iekly,0,,,i,e,k,,,,,l,y,,l,i,k,,i,e,k,l,y,,,,+,,,,,,Keep,likely
972,o+e+v+d+l,develop,FALSE,,,oevdl,1,,,o,e,v,,d,,,l,,,d,e,v,,o,e,v,d,l,,,,+,,,,,,Keep,develop
973,o+e+m+p+l+y,employees,FALSE,,,oemply,0,,,o,e,m,,p,,,l,y,,e,m,p,,o,e,m,p,l,y,,,+,,,,,,Keep,employees
974,,artists,FALSE,,,iras,1,,,i,r,,,,,a,,s,,a,r,t,,,,,,,,,,,,,,,,Keep,artists
975,,alternative,FALSE,,,irval,0,,,i,r,v,,,,a,l,,,a,l,t,,,,,,,,,,,,,,,,Keep,alternative
976,o+r+c+g+p+n+s,processing,FALSE,,,orcgpns,0,,,o,r,c,g,p,,,n,s,,p,r,o,,o,r,c,g,p,n,s,,+,,,,,,Keep,processing
977,i+r+p+b+t+l+s,responsibility,FALSE,,,irpbtls,0,,,i,r,,,p,b,t,l,s,,r,e,s,,i,r,p,b,t,l,s,,+,,,,,,Keep,responsibility
978,u+i+r+t+l+s,resolution,FALSE,,,uirtls,0,,u,i,r,,,,,t,l,s,,r,e,s,,u,i,r,t,l,s,,,+,,,,,,Keep,resolution
979,u+e+g+t+s,guest,FALSE,,,uegts,0,,u,,e,,g,,,t,,s,,g,u,e,,u,e,g,t,s,,,,+,,,,,,Keep,guest
980,e+m+s,seems,FALSE,,,ems,0,,,,e,m,,,,,,s,,s,e,e,,e,m,s,,,,,,+,,,,,,Keep,seems
981,u+i+c+p+b+a+l,publication,FALSE,,,uicpbal,0,,u,i,,c,,p,b,a,l,,,p,u,b,,u,i,c,p,b,a,l,,+,,,,,,Keep,publication
982,i+r+a+l+s,relations,FALSE,,,irals,0,,,i,r,,,,,a,l,s,,r,e,l,,i,r,a,l,s,,,,+,,,,,,Keep,relations
983,u+r+t+s,trust,FALSE,,,urts,0,,u,,r,,,,,t,,s,,t,r,u,,u,r,t,s,,,,,+,,,,,,Keep,trust
984,o+c+a+n+s,contains,FALSE,,,ocans,0,,,o,,c,,,,a,n,s,,c,o,n,,o,c,a,n,s,,,,+,,,,,,Keep,contains
985,i+e+n+s,session,FALSE,,,iens,1,,,i,e,,,,,,n,s,,s,e,s,,i,e,n,s,,,,,+,,,,,,Keep,session
986,u+i+m+t+l,multi,FALSE,,,uimtl,0,,u,i,,m,,,,t,l,,,m,u,l,,u,i,m,t,l,,,,+,,,,,,Keep,multi
987,o+r+g+p+a+y,photography,FALSE,,,orgpay,0,,,o,r,,g,p,,a,,y,,p,h,o,,o,r,g,p,a,y,,,+,,,,,,Keep,photography
988,u+i+r+c+p+b+l,republic,FALSE,,,uircpbl,0,,u,i,r,c,,p,b,,l,,,r,e,p,,u,i,r,c,p,b,l,,+,,,,,,Keep,republic
989,o+e+c+p+t+n+s,components,FALSE,,,oecptns,0,,,o,e,c,,p,,t,n,s,,c,o,m,,o,e,c,p,t,n,s,,+,,,,,,Keep,components
990,i+v+a+n,vacation,FALSE,,,ivan,0,,,i,,v,,,,a,n,,,v,a,c,,i,v,a,n,,,,,+,,,,,,Keep,vacation
991,u+e+c+t+n+y,century,FALSE,,,uectny,0,,u,,e,c,,,,t,n,y,,c,e,n,,u,e,c,t,n,y,,,+,,,,,,Keep,century
992,i+e+c+d+a,academic,FALSE,,,iecda,0,,,i,e,c,,d,,a,,,,a,c,a,,i,e,c,d,a,,,,+,,,,,,Keep,academic
993,i+e+c+a+n+s,assistance,FALSE,,,iecans,0,,,i,e,c,,,,a,n,s,,a,s,s,,i,e,c,a,n,s,,,+,,,,,,Keep,assistance
994,o+e+c+p+t+l,completed,FALSE,,,oecptl,1,,,o,e,c,,p,,t,l,,,c,o,m,,o,e,c,p,t,l,,,+,,,,,,Keep,completed
995,i+r+c+g+p+a+s,graphics,FALSE,,,ircgpas,0,,,i,r,c,g,p,,a,,s,,g,r,a,,i,r,c,g,p,a,s,,+,,,,,,Keep,graphics
996,i+d+a+n,indian,FALSE,,,idan,2,,,i,,,,d,,a,n,,,i,n,d,,i,d,a,n,,,,,+,,,,,,Keep,indian
997,e+c+p+x+t,expected,FALSE,,,ecpxt,0,,,,e,c,,p,x,t,,,,e,x,p,,e,c,p,x,t,,,,+,,,,,,Keep,expected
998,r+g+d+a,grade,FALSE,,,rgda,0,,,,r,,g,d,,a,,,,g,r,a,,r,g,d,a,,,,,+,,,,,,Keep,grade
999,i+g+d+a+n,dating,FALSE,,,igdan,0,,,i,,,g,d,,a,n,,,d,a,t,,i,g,d,a,n,,,,+,,,,,,Keep,dating
1000,i+c+p+a,pacific,FALSE,,,icpa,0,,,i,,c,,p,,a,,,,p,a,c,,i,c,p,a,,,,,+,,,,,,Keep,pacific
1001,u+o+m+a+n,mountain,FALSE,,,uoman,1,,u,o,,m,,,,a,n,,,m,o,u,,u,o,m,a,n,,,,+,,,,,,Keep,mountain
1002,o+r+g+a+n+s,organizations,FALSE,,,organs,0,,,o,r,,g,,,a,n,s,,o,r,g,,o,r,g,a,n,s,,,+,,,,,,Keep,organizations
1003,i+r+f+t+l,filter,FALSE,,,irftl,0,,,i,r,,,f,,t,l,,,f,i,l,,i,r,f,t,l,,,,+,,,,,,Keep,filter
1004,i+m+g+a+l,mailing,FALSE,,,imgal,0,,,i,,m,g,,,a,l,,,m,a,i,,i,m,g,a,l,,,,+,,,,,,Keep,mailing
1005,i+e+v+h+l,vehicle,FALSE,,,ievhl,0,,,i,e,v,,h,,,l,,,v,e,h,,i,e,v,h,l,,,,+,,,,,,Keep,vehicle
1006,o+r+g+l,longer,FALSE,,,orgl,0,,,o,r,,g,,,,l,,,l,o,n,,o,r,g,l,,,,,+,,,,,,Keep,longer
1007,o+r+c+d+n+s,consider,FALSE,,,orcdns,1,,,o,r,c,,d,,,n,s,,c,o,n,,o,r,c,d,n,s,,,+,,,,,,Keep,consider
1008,o+r+h+t+n,northern,FALSE,,,orhtn,1,,,o,r,,,h,,t,n,,,n,o,r,,o,r,h,t,n,,,,+,,,,,,Keep,northern
1009,i+e+h+b+n,behind,FALSE,,,iehbn,0,,,i,e,,,h,b,,n,,,b,e,h,,i,e,h,b,n,,,,+,,,,,,Keep,behind
1010,e+p+a+n,panel,FALSE,,,epan,0,,,,e,,,p,,a,n,,,p,a,n,,e,p,a,n,,,,,+,,,,,,Keep,panel
1011,o+r+f+l,floor,FALSE,,,orfl,0,,,o,r,,,f,,,l,,,f,l,o,,o,r,f,l,,,,,+,,,,,,Keep,floor
1012,e+m+g+a+n,german,FALSE,,,emgan,1,,,,e,m,g,,,a,n,,,g,e,r,,e,m,g,a,n,,,,+,,,,,,Keep,german
1013,u+i+g+b+n+y,buying,FALSE,,,uigbny,0,,u,i,,,g,,b,,n,y,,b,u,y,,u,i,g,b,n,y,,,+,,,,,,Keep,buying
1014,m+h+a,match,FALSE,,,mha,0,,,,,m,,h,,a,,,,m,a,t,,m,h,a,,,,,,+,,,,,,Keep,match
1015,o+r+p+s,proposed,FALSE,,,orps,0,,,o,r,,,p,,,,s,,p,r,o,,o,r,p,s,,,,,+,,,,,,Keep,proposed
1016,u+e+d+a+l,default,FALSE,,,uedal,0,,u,,e,,,d,,a,l,,,d,e,f,,u,e,d,a,l,,,,+,,,,,,Keep,default
1017,u+i+r+q,require,FALSE,,,uirq,0,,u,i,r,,,,q,,,,,r,e,q,,u,i,r,q,,,,,+,,,,,,Keep,require
1018,u+o+r+d+t,outdoor,FALSE,,,uordt,0,,u,o,r,,,d,,t,,,,o,u,t,,u,o,r,d,t,,,,+,,,,,,Keep,outdoor
1019,o+r+m+g+n,morning,FALSE,,,ormgn,0,,,o,r,m,g,,,,n,,,m,o,r,,o,r,m,g,n,,,,+,,,,,,Keep,morning
1020,o+r+w+h+t+s,otherwise,FALSE,,,orwhts,0,,,o,r,,w,h,,t,,s,,o,t,h,,o,r,w,h,t,s,,,+,,,,,,Keep,otherwise
1021,o+w+a+l+s,allows,FALSE,,,owals,0,,,o,,,w,,,a,l,s,,a,l,l,,o,w,a,l,s,,,,+,,,,,,Keep,allows
1022,o+r+p+t+n,protein,FALSE,,,orptn,0,,,o,r,,,p,,t,n,,,p,r,o,,o,r,p,t,n,,,,+,,,,,,Keep,protein
1023,p+a+l,plant,FALSE,,,pal,0,,,,,,,p,,a,l,,,p,l,a,,p,a,l,,,,,,+,,,,,,Keep,plant
1024,o+r+p+t,reported,FALSE,,,orpt,1,,,o,r,,,p,,t,,,,r,e,p,,o,r,p,t,,,,,+,,,,,,Keep,reported
1025,i+r+p+t+n+s,transportation,FALSE,,,irptns,1,,,i,r,,,p,,t,n,s,,t,r,a,,i,r,p,t,n,s,,,+,,,,,,Keep,transportation
1026,o+c+p+t+l+s,politics,FALSE,,,ocptls,0,,,o,,c,,p,,t,l,s,,p,o,l,,o,c,p,t,l,s,,,+,,,,,,Keep,politics
1027,r+p+a+n,partner,FALSE,,,rpan,0,,,,r,,,p,,a,n,,,p,a,r,,r,p,a,n,,,,,+,,,,,,Keep,partner
1028,i+r+m+d+a+l+s,disclaimer,FALSE,,,irmdals,0,,,i,r,m,,d,,a,l,s,,d,i,s,,i,r,m,d,a,l,s,,+,,,,,,Keep,disclaimer
1029,u+o+r+h+a+s,authors,FALSE,,,uorhas,0,,u,o,r,,,h,,a,,s,,a,u,t,,u,o,r,h,a,s,,,+,,,,,,Keep,authors
1030,o+r+d+b+a+s,boards,FALSE,,,ordbas,0,,,o,r,,,d,b,a,,s,,b,o,a,,o,r,d,b,a,s,,,+,,,,,,Keep,boards
1031,u+c+f+a+l+y,faculty,FALSE,,,ucfaly,0,,u,,,c,,f,,a,l,y,,f,a,c,,u,c,f,a,l,y,,,+,,,,,,Keep,faculty
1032,i+r+p+a+s,parties,FALSE,,,irpas,0,,,i,r,,,p,,a,,s,,p,a,r,,i,r,p,a,s,,,,+,,,,,,Keep,parties
1033,i+e+m+p+b+s,membership,FALSE,,,iempbs,0,,,i,e,m,,p,b,,,s,,m,e,m,,i,e,m,p,b,s,,,+,,,,,,Keep,membership
1034,i+m+n+s,mission,FALSE,,,imns,0,,,i,,m,,,,,n,s,,m,i,s,,i,m,n,s,,,,,+,,,,,,Keep,mission
1035,i+r+g+t+n+s,string,FALSE,,,irgtns,1,,,i,r,,g,,,t,n,s,,s,t,r,,i,r,g,t,n,s,,,+,,,,,,Keep,string
1036,e+n+s,sense,FALSE,,,ens,0,,,,e,,,,,,n,s,,s,e,n,,e,n,s,,,,,,+,,,,,,Keep,sense
1037,o+e+m+d,modified,FALSE,,,oemd,0,,,o,e,m,,d,,,,,,m,o,d,,o,e,m,d,,,,,+,,,,,,Keep,modified
1038,r+d+a+l+s,released,FALSE,,,rdals,0,,,,r,,,d,,a,l,s,,r,e,l,,r,d,a,l,s,,,,+,,,,,,Keep,released
1039,e+g+t+s,stage,FALSE,,,egts,0,,,,e,,g,,,t,,s,,s,t,a,,e,g,t,s,,,,,+,,,,,,Keep,stage
1040,i+r+t+n,internal,FALSE,,,irtn,2,,,i,r,,,,,t,n,,,i,n,t,,i,r,t,n,,,,,+,,,,,,Keep,internal
1041,o+g+d+s,goods,FALSE,,,ogds,0,,,o,,,g,d,,,,s,,g,o,o,,o,g,d,s,,,,,+,,,,,,Keep,goods
1042,o+r+c+d+n,recommended,FALSE,,,orcdn,0,,,o,r,c,,d,,,n,,,r,e,c,,o,r,c,d,n,,,,+,,,,,,Keep,recommended
1043,u+e+n+s,unless,FALSE,,,uens,1,,u,,e,,,,,,n,s,,u,n,l,,u,e,n,s,,,,,+,,,,,,Keep,unless
1044,i+r+c+d+a,richard,FALSE,,,ircda,0,,,i,r,c,,d,,a,,,,r,i,c,,i,r,c,d,a,,,,+,,,,,,Keep,richard
1045,i+e+d+t+l,detailed,FALSE,,,iedtl,0,,,i,e,,,d,,t,l,,,d,e,t,,i,e,d,t,l,,,,+,,,,,,Keep,detailed
1046,e+p+a+j+s,japanese,FALSE,,,epajs,0,,,,e,,,p,,a,j,s,,j,a,p,,e,p,a,j,s,,,,+,,,,,,Keep,japanese
1047,o+r+v+p+a,approved,FALSE,,,orvpa,0,,,o,r,v,,p,,a,,,,a,p,p,,o,r,v,p,a,,,,+,,,,,,Keep,approved
1048,u+o+r+c+g+d+b+a,background,FALSE,,,uorcgdban,0,,u,o,r,c,g,d,b,a,n,,,b,a,c,,u,o,r,c,g,d,b,a,+,,,,,,Keep,background
1049,r+g+t,target,FALSE,,,rgt,0,,,,r,,g,,,t,,,,t,a,r,,r,g,t,,,,,,+,,,,,,Keep,target
1050,,except,FALSE,,,ecpxt,1,,,,e,c,,p,x,t,,,,e,x,c,,e,c,p,x,t,,,,+,,,,,,Keep,except
1051,,character,FALSE,,,rcha,1,,,,r,c,,h,,a,,,,c,h,a,,r,c,h,a,,,,,+,,,,,,Keep,character
1052,,maintenance,FALSE,,,ieman,1,,,i,e,m,,,,a,n,,,m,a,i,,i,e,m,a,n,,,,+,,,,,,Keep,maintenance
1053,,ability,FALSE,,,ibaly,0,,,i,,,,,b,a,l,y,,a,b,i,,i,b,a,l,y,,,,+,,,,,,Keep,ability
1054,,maybe,FALSE,,,embay,0,,,,e,m,,,b,a,,y,,m,a,y,,e,m,b,a,y,,,,+,,,,,,Keep,maybe
1055,,functions,FALSE,,,uicftns,0,,u,i,,c,,f,,t,n,s,,f,u,n,,u,i,c,f,t,n,s,,+,,,,,,Keep,functions
1056,,moving,FALSE,,,omgn,0,,,o,,m,g,,,,n,,,m,o,v,,o,m,g,n,,,,,+,,,,,,Keep,moving
1057,,brands,FALSE,,,rdbans,0,,,,r,,,d,b,a,n,s,,b,r,a,,r,d,b,a,n,s,,,+,,,,,,Keep,brands
1058,,places,FALSE,,,ecpals,0,,,,e,c,,p,,a,l,s,,p,l,a,,e,c,p,a,l,s,,,+,,,,,,Keep,places
1059,,pretty,FALSE,,,rpty,0,,,,r,,,p,,t,,y,,p,r,e,,r,p,t,y,,,,,+,,,,,,Keep,pretty
1060,,trademarks,FALSE,,,rkdts,0,,,,r,k,,d,,t,,s,,t,r,a,,r,k,d,t,s,,,,+,,,,,,Keep,trademarks
1061,,phentermine,FALSE,,,iemptn,0,,,i,e,m,,p,,t,n,,,p,h,e,,i,e,m,p,t,n,,,+,,,,,,Keep,phentermine
1062,,spain,FALSE,,,ipans,0,,,i,,,,p,,a,n,s,,s,p,a,,i,p,a,n,s,,,,+,,,,,,Keep,spain
1063,,southern,FALSE,,,uorhtns,0,,u,o,r,,,h,,t,n,s,,s,o,u,,u,o,r,h,t,n,s,,+,,,,,,Keep,southern
1064,,yourself,FALSE,,,uorfly,0,,u,o,r,,,f,,,l,y,,y,o,u,,u,o,r,f,l,y,,,+,,,,,,Keep,yourself
1065,,winter,FALSE,,,irwtn,1,,,i,r,,w,,,t,n,,,w,i,n,,i,r,w,t,n,,,,+,,,,,,Keep,winter
1066,,battery,FALSE,,,rbay,0,,,,r,,,,b,a,,y,,b,a,t,,r,b,a,y,,,,,+,,,,,,Keep,battery
1067,,youth,FALSE,,,uohty,0,,u,o,,,,h,,t,,y,,y,o,u,,u,o,h,t,y,,,,+,,,,,,Keep,youth
1068,,pressure,FALSE,,,urps,1,,u,,r,,,p,,,,s,,p,r,e,,u,r,p,s,,,,,+,,,,,,Keep,pressure
1069,,submitted,FALSE,,,uiemdbts,0,,u,i,e,m,,d,b,t,,s,,s,u,b,,u,i,e,m,d,b,t,s,+,,,,,,Keep,submitted
1070,,boston,FALSE,,,obtns,0,,,o,,,,,b,t,n,s,,b,o,s,,o,b,t,n,s,,,,+,,,,,,Keep,boston
1071,,keywords,FALSE,,,oekwdy,0,,,o,e,k,w,d,,,,y,,k,e,y,,o,e,k,w,d,y,,,+,,,,,,Keep,keywords
1072,,medium,FALSE,,,uiemd,0,,u,i,e,m,,d,,,,,,m,e,d,,u,i,e,m,d,,,,+,,,,,,Keep,medium
1073,,television,FALSE,,,ievtls,0,,,i,e,v,,,,t,l,s,,t,e,l,,i,e,v,t,l,s,,,+,,,,,,Keep,television
1074,,interested,FALSE,,,irdtns,0,,,i,r,,,d,,t,n,s,,i,n,t,,i,r,d,t,n,s,,,+,,,,,,Keep,interested
1075,,break,FALSE,,,rkba,0,,,,r,k,,,b,a,,,,b,r,e,,r,k,b,a,,,,,+,,,,,,Keep,break
1078,,dance,FALSE,,,ecdan,0,,,,e,c,,d,,a,n,,,d,a,n,,e,c,d,a,n,,,,+,,,,,,Keep,dance
1079,,itself,FALSE,,,ieftls,0,,,i,e,,,f,,t,l,s,,i,t,s,,i,e,f,t,l,s,,,+,,,,,,Keep,itself
1080,,defined,FALSE,,,iedn,0,,,i,e,,,d,,,n,,,d,e,f,,i,e,d,n,,,,,+,,,,,,Keep,defined
1082,,playing,FALSE,,,igpaly,0,,,i,,,g,p,,a,l,y,,p,l,a,,i,g,p,a,l,y,,,+,,,,,,Keep,playing
1083,,awards,FALSE,,,rwdas,0,,,,r,,w,d,,a,,s,,a,w,a,,r,w,d,a,s,,,,+,,,,,,Keep,awards
1084,,studio,FALSE,,,uidts,0,,u,i,,,,d,,t,,s,,s,t,u,,u,i,d,t,s,,,,+,,,,,,Keep,studio
1086,,virtual,FALSE,,,uirval,0,,u,i,r,v,,,,a,l,,,v,i,r,,u,i,r,v,a,l,,,+,,,,,,Keep,virtual
1087,,device,FALSE,,,ievd,1,,,i,e,v,,d,,,,,,d,e,v,,i,e,v,d,,,,,+,,,,,,Keep,device
1088,,established,FALSE,,,iedbtls,0,,,i,e,,,d,b,t,l,s,,e,s,t,,i,e,d,b,t,l,s,,+,,,,,,Keep,established
1090,,remote,FALSE,,,ormt,0,,,o,r,m,,,,t,,,,r,e,m,,o,r,m,t,,,,,+,,,,,,Keep,remote
1091,,programming,FALSE,,,ormgpan,0,,,o,r,m,g,p,,a,n,,,p,r,o,,o,r,m,g,p,a,n,,+,,,,,,Keep,programming
1092,,external,FALSE,,,extl,0,,,,e,,,,x,t,l,,,e,x,t,,e,x,t,l,,,,,+,,,,,,Keep,external
1093,,apple,FALSE,,,epal,0,,,,e,,,p,,a,l,,,a,p,p,,e,p,a,l,,,,,+,,,,,,Keep,apple
1095,,instructions,FALSE,,,uirctns,0,,u,i,r,c,,,,t,n,s,,i,n,s,,u,i,r,c,t,n,s,,+,,,,,,Keep,instructions
1097,,theory,FALSE,,,oehty,0,,,o,e,,,h,,t,,y,,t,h,e,,o,e,h,t,y,,,,+,,,,,,Keep,theory
1098,,enjoy,FALSE,,,oeny,0,,,o,e,,,,,,n,y,,e,n,j,,o,e,n,y,,,,,+,,,,,,Keep,enjoy
1099,,remove,FALSE,,,orm,0,,,o,r,m,,,,,,,,r,e,m,,o,r,m,,,,,,+,,,,,,Keep,remove
1100,,surface,FALSE,,,urcfas,0,,u,,r,c,,f,,a,,s,,s,u,r,,u,r,c,f,a,s,,,+,,,,,,Keep,surface
1101,,minimum,FALSE,,,uimn,0,,u,i,,m,,,,,n,,,m,i,n,,u,i,m,n,,,,,+,,,,,,Keep,minimum
1102,,visual,FALSE,,,uivals,0,,u,i,,v,,,,a,l,s,,v,i,s,,u,i,v,a,l,s,,,+,,,,,,Keep,visual
1103,,variety,FALSE,,,irvay,0,,,i,r,v,,,,a,,y,,v,a,r,,i,r,v,a,y,,,,+,,,,,,Keep,variety
1104,,teachers,FALSE,,,echts,0,,,,e,c,,h,,t,,s,,t,e,a,,e,c,h,t,s,,,,+,,,,,,Keep,teachers
1105,,martin,FALSE,,,irman,0,,,i,r,m,,,,a,n,,,m,a,r,,i,r,m,a,n,,,,+,,,,,,Keep,martin
1106,,manual,FALSE,,,uman,0,,u,,,m,,,,a,n,,,m,a,n,,u,m,a,n,,,,,+,,,,,,Keep,manual
1107,,block,FALSE,,,okbl,0,,,o,,k,,,b,,l,,,b,l,o,,o,k,b,l,,,,,+,,,,,,Keep,block